# @source="réseau Sentinelles, INSERM, Sorbonne Université, http://www.sentiweb.fr", @meta={"period":[198444,202240],"geo":["PAY","1"],"geo_ref":"insee","indicator":"3","type":"all","conf_int":true,"compact":false}, @date=2022-10-15T12:27:34+02:00
199408,3,9539,6652,12426,17,12,22,FR,France
199407,3,14639,11188,18090,25,19,31,FR,France
199406,3,17308,13395,21221,30,23,37,FR,France
199405,3,18489,14290,22688,32,25,39,FR,France
199404,3,23712,19048,28376,41,33,49,FR,France
199403,3,29882,24817,34947,52,43,61,FR,France
199402,3,47402,41415,53389,82,72,92,FR,France
199401,3,118119,108182,128056,205,188,222,FR,France
199352,3,233137,218608,247666,406,381,431,FR,France
199351,3,377472,359792,395152,658,627,689,FR,France
199350,3,627639,607097,648181,1094,1058,1130,FR,France
199349,3,898045,873419,922671,1565,1522,1608,FR,France
199348,3,527582,507752,547412,920,885,955,FR,France
199347,3,241371,226769,255973,421,396,446,FR,France
199346,3,76034,68003,84065,133,119,147,FR,France
199345,3,32289,27022,37556,56,47,65,FR,France
199344,3,17832,14015,21649,31,24,38,FR,France
199343,3,15098,11333,18863,26,19,33,FR,France
199342,3,19187,14893,23481,33,26,40,FR,France
199341,3,18285,14384,22186,32,25,39,FR,France
199340,3,13805,10348,17262,24,18,30,FR,France
199339,3,14783,11173,18393,26,20,32,FR,France
199338,3,10492,7329,13655,18,12,24,FR,France
199337,3,7023,4503,9543,12,8,16,FR,France
199336,3,4361,2445,6277,8,5,11,FR,France
199335,3,5589,3066,8112,10,6,14,FR,France
199334,3,2984,1209,4759,5,2,8,FR,France
199333,3,3217,758,5676,6,2,10,FR,France
199332,3,3755,1051,6459,7,2,12,FR,France
199331,3,4163,1768,6558,7,3,11,FR,France
199330,3,4055,1907,6203,7,3,11,FR,France
199329,3,3714,1668,5760,6,2,10,FR,France
199328,3,1774,484,3064,3,1,5,FR,France
199327,3,2574,918,4230,4,1,7,FR,France
199326,3,3048,1450,4646,5,2,8,FR,France
199325,3,8348,5260,11436,15,10,20,FR,France
199324,3,6624,3747,9501,12,7,17,FR,France
199323,3,7424,4302,10546,13,8,18,FR,France
199322,3,3432,1849,5015,6,3,9,FR,France
199321,3,5942,3670,8214,10,6,14,FR,France
199320,3,5137,3157,7117,9,6,12,FR,France
199319,3,4593,2725,6461,8,5,11,FR,France
199318,3,5027,3075,6979,9,6,12,FR,France
199317,3,8111,5138,11084,14,9,19,FR,France
199316,3,24932,19468,30396,43,33,53,FR,France
199315,3,22181,17147,27215,39,30,48,FR,France
199314,3,38266,30865,45667,67,54,80,FR,France
199313,3,62987,54506,71468,110,95,125,FR,France
199312,3,63493,55956,71030,111,98,124,FR,France
199311,3,80548,72628,88468,140,126,154,FR,France
199310,3,127910,117688,138132,223,205,241,FR,France
199309,3,184150,171378,196922,321,299,343,FR,France
199308,3,222932,209051,236813,389,365,413,FR,France
199307,3,248494,234936,262052,433,409,457,FR,France
199306,3,286939,271830,302048,500,474,526,FR,France
199305,3,255890,241516,270264,446,421,471,FR,France
199304,3,193107,181261,204953,337,316,358,FR,France
199303,3,147854,137256,158452,258,240,276,FR,France
199302,3,90269,82164,98374,157,143,171,FR,France
199301,3,75288,67244,83332,131,117,145,FR,France
199253,3,56622,49107,64137,99,86,112,FR,France
199252,3,49588,42568,56608,87,75,99,FR,France
199251,3,41156,35024,47288,72,61,83,FR,France
199250,3,40100,34699,45501,70,61,79,FR,France
199249,3,39146,33847,44445,69,60,78,FR,France
199248,3,32392,27499,37285,57,48,66,FR,France
199247,3,26276,21797,30755,46,38,54,FR,France
199246,3,22758,18462,27054,40,32,48,FR,France
199245,3,22023,17804,26242,39,32,46,FR,France
199244,3,27619,22945,32293,48,40,56,FR,France
199243,3,24969,20704,29234,44,37,51,FR,France
199242,3,29980,25261,34699,52,44,60,FR,France
199241,3,24091,19953,28229,42,35,49,FR,France
199240,3,17593,13885,21301,31,25,37,FR,France
199239,3,13535,10301,16769,24,18,30,FR,France
199238,3,9837,7106,12568,17,12,22,FR,France
199237,3,7480,5130,9830,13,9,17,FR,France
199236,3,5155,2958,7352,9,5,13,FR,France
199235,3,6383,3687,9079,11,6,16,FR,France
199234,3,2953,922,4984,5,1,9,FR,France
199233,3,4046,1549,6543,7,3,11,FR,France
199232,3,4963,2215,7711,9,4,14,FR,France
199231,3,4233,1733,6733,7,3,11,FR,France
199230,3,3091,1145,5037,5,2,8,FR,France
199229,3,3586,1583,5589,6,2,10,FR,France
199228,3,4179,2133,6225,7,3,11,FR,France
199227,3,5568,3134,8002,10,6,14,FR,France
199226,3,5886,3229,8543,10,5,15,FR,France
199225,3,5304,2805,7803,9,5,13,FR,France
199224,3,5928,3482,8374,10,6,14,FR,France
199223,3,3914,1855,5973,7,3,11,FR,France
199222,3,4899,2641,7157,9,5,13,FR,France
199221,3,5059,2889,7229,9,5,13,FR,France
199220,3,4308,2226,6390,8,4,12,FR,France
199219,3,2982,1181,4783,5,2,8,FR,France
199218,3,3887,1777,5997,7,3,11,FR,France
199217,3,3614,1216,6012,6,2,10,FR,France
199216,3,5460,2934,7986,10,6,14,FR,France
199215,3,8642,5029,12255,15,9,21,FR,France
199214,3,11346,7536,15156,20,13,27,FR,France
199213,3,11693,8096,15290,20,14,26,FR,France
199212,3,11752,7834,15670,21,14,28,FR,France
199211,3,11689,7575,15803,20,13,27,FR,France
199210,3,19224,12971,25477,34,23,45,FR,France
199209,3,26629,20275,32983,47,36,58,FR,France
199208,3,37667,30887,44447,66,54,78,FR,France
199207,3,57312,48777,65847,100,85,115,FR,France
199206,3,112450,99989,124911,197,175,219,FR,France
199205,3,165474,151342,179606,290,265,315,FR,France
199204,3,147959,133595,162323,259,234,284,FR,France
199203,3,137893,122944,152842,241,215,267,FR,France
199202,3,185852,166558,205146,325,291,359,FR,France
199201,3,247688,222574,272802,434,390,478,FR,France
199152,3,349815,325499,374131,615,572,658,FR,France
199151,3,378413,355928,400898,666,626,706,FR,France
199150,3,198721,182878,214564,350,322,378,FR,France
199149,3,93903,82992,104814,165,146,184,FR,France
199148,3,45173,37384,52962,79,65,93,FR,France
199147,3,35691,28224,43158,63,50,76,FR,France
199146,3,23685,17531,29839,42,31,53,FR,France
199145,3,19565,13551,25579,34,23,45,FR,France
199144,3,21571,15477,27665,38,27,49,FR,France
199143,3,28842,21958,35726,51,39,63,FR,France
199142,3,27483,20385,34581,48,36,60,FR,France
199141,3,28185,20655,35715,50,37,63,FR,France
199140,3,26740,16049,37431,47,28,66,FR,France
199139,3,14373,8734,20012,25,15,35,FR,France
199138,3,7460,3700,11220,13,6,20,FR,France
199137,3,2429,434,4424,4,0,8,FR,France
199136,3,2380,0,4882,4,0,8,FR,France
199135,3,2372,0,5025,4,0,9,FR,France
199134,3,2099,0,5104,4,0,9,FR,France
199133,3,1654,0,4102,3,0,7,FR,France
199132,3,625,0,2190,1,0,4,FR,France
199131,3,2464,0,5830,4,0,10,FR,France
199130,3,2382,0,6857,4,0,12,FR,France
199129,3,3837,40,7634,7,0,14,FR,France
199128,3,3297,152,6442,6,0,12,FR,France
199127,3,3164,934,5394,6,2,10,FR,France
199126,3,6376,3324,9428,11,6,16,FR,France
199125,3,8218,4776,11660,14,8,20,FR,France
199124,3,8223,4660,11786,14,8,20,FR,France
199123,3,6801,3596,10006,12,6,18,FR,France
199122,3,6050,2682,9418,11,5,17,FR,France
199121,3,6391,3385,9397,11,6,16,FR,France
199120,3,8633,4683,12583,15,8,22,FR,France
199119,3,7785,3986,11584,14,7,21,FR,France
199118,3,10856,6457,15255,19,11,27,FR,France
199117,3,15603,10950,20256,27,19,35,FR,France
199116,3,15665,11184,20146,28,20,36,FR,France
199115,3,15062,10715,19409,26,18,34,FR,France
199114,3,27862,21583,34141,49,38,60,FR,France
199113,3,32179,25829,38529,57,46,68,FR,France
199112,3,27873,22312,33434,49,39,59,FR,France
199111,3,46186,38876,53496,81,68,94,FR,France
199110,3,88750,77784,99716,156,137,175,FR,France
199109,3,139093,124326,153860,245,219,271,FR,France
199108,3,216369,198630,234108,381,350,412,FR,France
199107,3,208836,191789,225883,367,337,397,FR,France
199106,3,134737,121280,148194,237,213,261,FR,France
199105,3,73564,62716,84412,129,110,148,FR,France
199104,3,48253,39031,57475,85,69,101,FR,France
199103,3,29382,22258,36506,52,39,65,FR,France
199102,3,29759,22044,37474,52,38,66,FR,France
199101,3,42927,33706,52148,76,60,92,FR,France
199052,3,41262,31607,50917,73,56,90,FR,France
199051,3,46924,37544,56304,83,66,100,FR,France
199050,3,44125,36137,52113,78,64,92,FR,France
199049,3,38379,30603,46155,68,54,82,FR,France
199048,3,29571,22315,36827,52,39,65,FR,France
199047,3,23358,15890,30826,41,28,54,FR,France
199046,3,20246,7930,32562,36,14,58,FR,France
199045,3,17571,11591,23551,31,20,42,FR,France
199044,3,16182,10305,22059,29,19,39,FR,France
199043,3,17579,11588,23570,31,20,42,FR,France
199042,3,13011,7875,18147,23,14,32,FR,France
199041,3,19723,13330,26116,35,24,46,FR,France
199040,3,20433,14614,26252,36,26,46,FR,France
199039,3,15618,10315,20921,28,19,37,FR,France
199038,3,11146,6197,16095,20,11,29,FR,France
199037,3,4051,1022,7080,7,2,12,FR,France
199036,3,2542,124,4960,4,0,8,FR,France
199035,3,934,0,2681,2,0,5,FR,France
199034,3,201,0,595,0,0,1,FR,France
199033,3,0,0,0,0,0,0,FR,France
199032,3,1399,0,3849,2,0,6,FR,France
199031,3,881,0,2206,2,0,4,FR,France
199030,3,425,0,1262,1,0,2,FR,France
199029,3,1077,0,2643,2,0,5,FR,France
199028,3,959,0,2252,2,0,4,FR,France
199027,3,2948,793,5103,5,1,9,FR,France
199026,3,7236,2651,11821,13,5,21,FR,France
199025,3,7879,3136,12622,14,6,22,FR,France
199024,3,5727,2460,8994,10,4,16,FR,France
199023,3,3655,1043,6267,6,1,11,FR,France
199022,3,4196,1292,7100,7,2,12,FR,France
199021,3,1004,0,2367,2,0,4,FR,France
199020,3,4506,1771,7241,8,3,13,FR,France
199019,3,5897,2440,9354,10,4,16,FR,France
199018,3,1738,141,3335,3,0,6,FR,France
199017,3,5278,2197,8359,9,4,14,FR,France
199016,3,8129,3754,12504,14,6,22,FR,France
199015,3,11707,5831,17583,21,11,31,FR,France
199014,3,12862,8177,17547,23,15,31,FR,France
199013,3,21879,15088,28670,39,27,51,FR,France
199012,3,17035,11135,22935,30,20,40,FR,France
199011,3,20018,14311,25725,35,25,45,FR,France
199010,3,16294,11045,21543,29,20,38,FR,France
199009,3,21793,15460,28126,39,28,50,FR,France
199008,3,26110,19342,32878,46,34,58,FR,France
199007,3,61742,49720,73764,109,88,130,FR,France
199006,3,399984,353345,446623,707,625,789,FR,France
199005,3,161765,146354,177176,286,259,313,FR,France
199004,3,287771,267698,307844,509,474,544,FR,France
199003,3,315466,296550,334382,558,525,591,FR,France
199002,3,345060,326087,364033,610,576,644,FR,France
199001,3,483600,460913,506287,855,815,895,FR,France
198952,3,581149,556023,606275,1035,990,1080,FR,France
198951,3,821540,793846,849234,1463,1414,1512,FR,France
198950,3,749283,723633,774933,1334,1288,1380,FR,France
198949,3,358043,340053,376033,638,606,670,FR,France
198948,3,119087,108253,129921,212,193,231,FR,France
198947,3,40963,33897,48029,73,60,86,FR,France
198946,3,23547,17952,29142,42,32,52,FR,France
198945,3,22711,16999,28423,40,30,50,FR,France
198944,3,23405,17475,29335,42,31,53,FR,France
198943,3,29549,23287,35811,53,42,64,FR,France
198942,3,39410,32172,46648,70,57,83,FR,France
198941,3,43763,35245,52281,78,63,93,FR,France
198940,3,31453,24288,38618,56,43,69,FR,France
198939,3,24622,18425,30819,44,33,55,FR,France
198938,3,18296,13483,23109,33,24,42,FR,France
198937,3,12022,8082,15962,21,14,28,FR,France
198936,3,4769,2299,7239,8,4,12,FR,France
198935,3,4661,1696,7626,8,3,13,FR,France
198934,3,6039,2185,9893,11,4,18,FR,France
198933,3,7940,3858,12022,14,7,21,FR,France
198932,3,7114,2361,11867,13,5,21,FR,France
198931,3,2721,0,5478,5,0,10,FR,France
198930,3,3168,561,5775,6,1,11,FR,France
198929,3,3909,1504,6314,7,3,11,FR,France
198928,3,1284,105,2463,2,0,4,FR,France
198927,3,3641,1350,5932,6,2,10,FR,France
198926,3,5753,2885,8621,10,5,15,FR,France
198925,3,6299,3454,9144,11,6,16,FR,France
198924,3,6337,3537,9137,11,6,16,FR,France
198923,3,11779,7984,15574,21,14,28,FR,France
198922,3,9104,4764,13444,16,8,24,FR,France
198921,3,9554,4316,14792,17,8,26,FR,France
198920,3,6093,1023,11163,11,2,20,FR,France
198919,3,0,,,0,,,FR,France
198918,3,13452,1365,25539,24,2,46,FR,France
198917,3,10949,7147,14751,19,12,26,FR,France
198916,3,10908,7494,14322,19,13,25,FR,France
198915,3,9667,6209,13125,17,11,23,FR,France
198914,3,15230,10469,19991,27,19,35,FR,France
198913,3,10564,6767,14361,19,12,26,FR,France
198912,3,13419,9542,17296,24,17,31,FR,France
198911,3,16633,12140,21126,30,22,38,FR,France
198910,3,12387,8750,16024,22,16,28,FR,France
198909,3,12895,9183,16607,23,16,30,FR,France
198908,3,19746,15258,24234,35,27,43,FR,France
198907,3,27277,21760,32794,49,39,59,FR,France
198906,3,47844,40320,55368,85,72,98,FR,France
198905,3,52840,45665,60015,94,81,107,FR,France
198904,3,54942,47750,62134,98,85,111,FR,France
198903,3,66010,58065,73955,118,104,132,FR,France
198902,3,112284,102003,122565,200,182,218,FR,France
198901,3,202266,188305,216227,360,335,385,FR,France
198852,3,467971,447033,488909,837,800,874,FR,France
198851,3,872748,846468,899028,1562,1515,1609,FR,France
198850,3,1001824,974799,1028849,1793,1745,1841,FR,France
198849,3,966523,940068,992978,1729,1682,1776,FR,France
198848,3,637811,614785,660837,1141,1100,1182,FR,France
198847,3,246062,231234,260890,440,413,467,FR,France
198846,3,92484,83160,101808,165,148,182,FR,France
198845,3,53940,46148,61732,97,83,111,FR,France
198844,3,42106,35336,48876,75,63,87,FR,France
198843,3,38252,31909,44595,68,57,79,FR,France
198842,3,45495,38467,52523,81,68,94,FR,France
198841,3,46336,39344,53328,83,70,96,FR,France
198840,3,39882,33507,46257,71,60,82,FR,France
198839,3,43730,36755,50705,78,66,90,FR,France
198838,3,35243,29367,41119,63,52,74,FR,France
198837,3,15537,11911,19163,28,22,34,FR,France
198836,3,7539,4840,10238,13,8,18,FR,France
198835,3,7797,4762,10832,14,9,19,FR,France
198834,3,4950,2005,7895,9,4,14,FR,France
198833,3,7937,3861,12013,14,7,21,FR,France
198832,3,7033,2595,11471,13,5,21,FR,France
198831,3,8758,3591,13925,16,7,25,FR,France
198830,3,4205,1224,7186,8,3,13,FR,France
198829,3,6103,1013,11193,11,2,20,FR,France
198828,3,8562,3483,13641,15,6,24,FR,France
198827,3,4690,2196,7184,8,4,12,FR,France
198826,3,7065,3905,10225,13,7,19,FR,France
198825,3,7657,4664,10650,14,9,19,FR,France
198824,3,6676,3978,9374,12,7,17,FR,France
198823,3,8695,5755,11635,16,11,21,FR,France
198822,3,11566,8282,14850,21,15,27,FR,France
198821,3,11107,7742,14472,20,14,26,FR,France
198820,3,14118,10223,18013,25,18,32,FR,France
198819,3,18260,13847,22673,33,25,41,FR,France
198818,3,20415,16281,24549,37,30,44,FR,France
198817,3,21750,17436,26064,39,31,47,FR,France
198816,3,33730,27496,39964,60,49,71,FR,France
198815,3,70616,61754,79478,126,110,142,FR,France
198814,3,123868,113211,134525,222,203,241,FR,France
198813,3,193710,181519,205901,347,325,369,FR,France
198812,3,283445,268834,298056,507,481,533,FR,France
198811,3,316175,300858,331492,566,539,593,FR,France
198810,3,235142,222004,248280,421,397,445,FR,France
198809,3,135564,125263,145865,243,225,261,FR,France
198808,3,87753,78449,97057,157,140,174,FR,France
198807,3,77099,68423,85775,138,122,154,FR,France
198806,3,69349,61502,77196,124,110,138,FR,France
198805,3,72705,64952,80458,130,116,144,FR,France
198804,3,72818,64944,80692,130,116,144,FR,France
198803,3,68869,60922,76816,123,109,137,FR,France
198802,3,59743,51907,67579,107,93,121,FR,France
198801,3,60929,52573,69285,109,94,124,FR,France
198753,3,47257,38170,56344,85,69,101,FR,France
198752,3,11935,2353,21517,21,4,38,FR,France
198751,3,47744,34266,61222,86,62,110,FR,France
198750,3,57767,50181,65353,104,90,118,FR,France
198749,3,49380,42461,56299,89,77,101,FR,France
198748,3,41871,35115,48627,75,63,87,FR,France
198747,3,29688,23465,35911,53,42,64,FR,France
198746,3,37216,30199,44233,67,54,80,FR,France
198745,3,35456,29024,41888,64,52,76,FR,France
198744,3,41024,33829,48219,74,61,87,FR,France
198743,3,46356,38370,54342,83,69,97,FR,France
198742,3,38021,30236,45806,68,54,82,FR,France
198741,3,42021,32016,52026,76,58,94,FR,France
198740,3,24641,15930,33352,44,28,60,FR,France
198739,3,32328,23548,41108,58,42,74,FR,France
198738,3,16782,11870,21694,30,21,39,FR,France
198737,3,11208,6542,15874,20,12,28,FR,France
198736,3,7906,4014,11798,14,7,21,FR,France
198735,3,6149,2970,9328,11,5,17,FR,France
198734,3,6631,2734,10528,12,5,19,FR,France
198733,3,6404,1834,10974,12,4,20,FR,France
198732,3,7215,2353,12077,13,4,22,FR,France
198731,3,8233,3655,12811,15,7,23,FR,France
198730,3,4642,1301,7983,8,2,14,FR,France
198729,3,4389,913,7865,8,2,14,FR,France
198728,3,2702,138,5266,5,0,10,FR,France
198727,3,10171,5904,14438,18,10,26,FR,France
198726,3,12341,7824,16858,22,14,30,FR,France
198725,3,23413,15490,31336,42,28,56,FR,France
198724,3,11289,7282,15296,20,13,27,FR,France
198723,3,15857,10943,20771,29,20,38,FR,France
198722,3,14887,9743,20031,27,18,36,FR,France
198721,3,17619,12649,22589,32,23,41,FR,France
198720,3,10344,6454,14234,19,12,26,FR,France
198719,3,12539,7943,17135,23,15,31,FR,France
198718,3,16095,10330,21860,29,19,39,FR,France
198717,3,21256,14850,27662,38,26,50,FR,France
198716,3,32416,25100,39732,58,45,71,FR,France
198715,3,44292,36456,52128,80,66,94,FR,France
198714,3,50642,41866,59418,91,75,107,FR,France
198713,3,62246,52749,71743,112,95,129,FR,France
198712,3,59625,50653,68597,107,91,123,FR,France
198711,3,53561,45035,62087,96,81,111,FR,France
198710,3,93067,80519,105615,167,144,190,FR,France
198709,3,147006,133519,160493,264,240,288,FR,France
198708,3,217779,202179,233379,391,363,419,FR,France
198707,3,288180,270718,305642,518,487,549,FR,France
198706,3,296702,279051,314353,533,501,565,FR,France
198705,3,236046,219483,252609,424,394,454,FR,France
198704,3,158333,143625,173041,285,259,311,FR,France
198703,3,103841,91699,115983,187,165,209,FR,France
198702,3,74213,64014,84412,133,115,151,FR,France
198701,3,69745,59207,80283,125,106,144,FR,France
198652,3,76263,64958,87568,138,118,158,FR,France
198651,3,72920,63047,82793,132,114,150,FR,France
198650,3,73413,64019,82807,133,116,150,FR,France
198649,3,56296,48229,64363,102,87,117,FR,France
198648,3,46031,38578,53484,83,70,96,FR,France
198647,3,36740,29710,43770,66,53,79,FR,France
198646,3,32134,25327,38941,58,46,70,FR,France
198645,3,38964,31382,46546,70,56,84,FR,France
198644,3,28646,22048,35244,52,40,64,FR,France
198643,3,27532,20842,34222,50,38,62,FR,France
198642,3,31815,25124,38506,57,45,69,FR,France
198641,3,32864,25939,39789,59,47,71,FR,France
198640,3,33516,26776,40256,60,48,72,FR,France
198639,3,28665,22477,34853,52,41,63,FR,France
198638,3,26615,20479,32751,48,37,59,FR,France
198637,3,15998,10802,21194,29,20,38,FR,France
198636,3,9182,4982,13382,17,9,25,FR,France
198635,3,10587,4470,16704,19,8,30,FR,France
198634,3,5762,858,10666,10,1,19,FR,France
198633,3,3115,554,5676,6,1,11,FR,France
198632,3,1027,0,2311,2,0,4,FR,France
198631,3,2247,0,4574,4,0,8,FR,France
198630,3,2346,141,4551,4,0,8,FR,France
198629,3,3654,931,6377,7,2,12,FR,France
198628,3,2327,0,5318,4,0,9,FR,France
198627,3,7529,3353,11705,14,6,22,FR,France
198626,3,8778,5106,12450,16,9,23,FR,France
198625,3,11075,6804,15346,20,12,28,FR,France
198624,3,11160,7252,15068,20,13,27,FR,France
198623,3,14372,9896,18848,26,18,34,FR,France
198622,3,9717,5594,13840,18,11,25,FR,France
198621,3,14460,9575,19345,26,17,35,FR,France
198620,3,17133,12106,22160,31,22,40,FR,France
198619,3,22177,16008,28346,40,29,51,FR,France
198618,3,31736,24115,39357,57,43,71,FR,France
198617,3,34874,27440,42308,63,50,76,FR,France
198616,3,41196,32894,49498,74,59,89,FR,France
198615,3,42659,33537,51781,77,61,93,FR,France
198614,3,49792,39728,59856,90,72,108,FR,France
198613,3,87249,63562,110936,157,114,200,FR,France
198612,3,124777,97237,152317,225,175,275,FR,France
198611,3,168146,151035,185257,303,272,334,FR,France
198610,3,257305,231225,283385,464,417,511,FR,France
198609,3,321140,296644,345636,580,536,624,FR,France
198608,3,448786,419219,478353,810,757,863,FR,France
198607,3,490723,460150,521296,886,831,941,FR,France
198606,3,439300,411764,466836,793,743,843,FR,France
198605,3,364727,339868,389586,658,613,703,FR,France
198604,3,348509,322464,374554,629,582,676,FR,France
198603,3,271539,248654,294424,490,449,531,FR,France
198602,3,178138,159344,196932,322,288,356,FR,France
198601,3,112614,96539,128689,203,174,232,FR,France
198552,3,86452,72250,100654,157,131,183,FR,France
198551,3,114666,99538,129794,208,181,235,FR,France
198550,3,86031,73604,98458,156,133,179,FR,France
198549,3,65931,55326,76536,120,101,139,FR,France
198548,3,68291,57581,79001,124,105,143,FR,France
198547,3,66177,55221,77133,120,100,140,FR,France
198546,3,70534,58788,82280,128,107,149,FR,France
198545,3,57514,47167,67861,104,85,123,FR,France
198544,3,67356,55744,78968,122,101,143,FR,France
198543,3,87402,74208,100596,158,134,182,FR,France
198542,3,76218,64604,87832,138,117,159,FR,France
198541,3,45712,36755,54669,83,67,99,FR,France
198540,3,49739,40335,59143,90,73,107,FR,France
198539,3,39819,31234,48404,72,56,88,FR,France
198538,3,27605,20614,34596,50,37,63,FR,France
198537,3,22219,15626,28812,40,28,52,FR,France
198536,3,27986,18992,36980,51,35,67,FR,France
198535,3,30215,18546,41884,55,34,76,FR,France
198534,3,40389,24786,55992,73,45,101,FR,France
198533,3,22611,8819,36403,41,16,66,FR,France
198532,3,7488,1851,13125,14,4,24,FR,France
198531,3,16958,8479,25437,31,16,46,FR,France
198530,3,11598,5507,17689,21,10,32,FR,France
198529,3,13054,6474,19634,24,12,36,FR,France
198528,3,14588,7659,21517,26,13,39,FR,France
198527,3,19670,11761,27579,36,22,50,FR,France
198526,3,18609,12637,24581,34,23,45,FR,France
198525,3,19362,12454,26270,35,22,48,FR,France
198524,3,19855,13577,26133,36,25,47,FR,France
198523,3,19373,10010,28736,35,18,52,FR,France
198522,3,24099,17190,31008,44,31,57,FR,France
198521,3,26096,19621,32571,47,35,59,FR,France
198520,3,27896,20885,34907,51,38,64,FR,France
198519,3,43154,32821,53487,78,59,97,FR,France
198518,3,40555,29935,51175,74,55,93,FR,France
198517,3,34053,24366,43740,62,44,80,FR,France
198516,3,50362,36451,64273,91,66,116,FR,France
198515,3,63881,45538,82224,116,83,149,FR,France
198514,3,134545,114400,154690,244,207,281,FR,France
198513,3,197206,176080,218332,357,319,395,FR,France
198512,3,245240,223304,267176,445,405,485,FR,France
198511,3,276205,252399,300011,501,458,544,FR,France
198510,3,353231,326279,380183,640,591,689,FR,France
198509,3,369895,341109,398681,670,618,722,FR,France
198508,3,389886,359529,420243,707,652,762,FR,France
198507,3,471852,432599,511105,855,784,926,FR,France
198506,3,565825,518011,613639,1026,939,1113,FR,France
198505,3,637302,592795,681809,1155,1074,1236,FR,France
198504,3,424937,390794,459080,770,708,832,FR,France
198503,3,213901,174689,253113,388,317,459,FR,France
198502,3,97586,80949,114223,177,147,207,FR,France
198501,3,85489,65918,105060,155,120,190,FR,France
198452,3,84830,60602,109058,154,110,198,FR,France
198451,3,101726,80242,123210,185,146,224,FR,France
198450,3,123680,101401,145959,225,184,266,FR,France
198449,3,101073,81684,120462,184,149,219,FR,France
198448,3,78620,60634,96606,143,110,176,FR,France
198447,3,72029,54274,89784,131,99,163,FR,France
198446,3,87330,67686,106974,159,123,195,FR,France
198445,3,135223,101414,169032,246,184,308,FR,France
198444,3,68422,20056,116788,125,37,213,FR,France
